CVE,CVSS3,EPSS,EPSS Percentile,Description,Date
CVE-2024-40890,8.8,0.19111,0.95092,Multiple Zyxel DSL CPE devices contain a post-authentication command injection vulnerability in the CGI program that could allow an authenticated attacker to execute OS commands via a crafted HTTP request.,2025-02-11
CVE-2025-21418,7.8,0.11464,0.93326,"Microsoft Windows Ancillary Function Driver for WinSock contains a heap-based buffer overflow vulnerability that allows for privilege escalation, enabling a local attacker to gain SYSTEM privileges.",2025-02-11
CVE-2025-21391,7.1,0.04061,0.88094,Microsoft Windows Storage contains a link following vulnerability that could allow for privilege escalation. This vulnerability could allow an attacker to delete data including data that results in the service being unavailable.,2025-02-11
CVE-2025-0994,8.8,0.7444,0.98794,Trimble Cityworks contains a deserialization vulnerability. This could allow an authenticated user to perform a remote code execution attack against a customer's Microsoft Internet Information Services (IIS) web server.,2025-02-07
CVE-2020-15069,9.8,0.66812,0.98474,"Sophos XG Firewall contains a buffer overflow vulnerability that allows for remote code execution via the ""HTTP/S bookmark"" feature.",2025-02-06
CVE-2020-29574,9.8,0.13878,0.94033,CyberoamOS (CROS) contains a SQL injection vulnerability in the WebAdmin that allows an unauthenticated attacker to execute arbitrary SQL statements remotely.,2025-02-06
CVE-2024-21413,,0.93754,0.99847,Microsoft Outlook contains an improper input validation vulnerability that allows for remote code execution. Successful exploitation of this vulnerability would allow an attacker to bypass the Office Protected View and open in editing mode rather than protected mode.,2025-02-06
CVE-2022-23748,7.8,0.2219,0.95566,Dante Discovery contains a process control vulnerability in mDNSResponder.exe that all allows for a DLL sideloading attack. A local attacker can leverage this vulnerability in the Dante Application Library to execute arbitrary code.,2025-02-06
CVE-2025-0411,7.0,0.41716,0.97313,7-Zip contains a protection mechanism failure vulnerability that allows remote attackers to bypass the Mark-of-the-Web security feature to execute arbitrary code in the context of the current user.,2025-02-06
CVE-2024-53104,7.8,0.01671,0.81345,Linux kernel contains an out-of-bounds write vulnerability in the uvc_parse_streaming component of the USB Video Class (UVC) driver that could allow for physical escalation of privilege.,2025-02-05
CVE-2018-19410,9.8,0.93118,0.99782,"Paessler PRTG Network Monitor contains a local file inclusion vulnerability that allows a remote, unauthenticated attacker to create users with read-write privileges (including administrator).",2025-02-04
CVE-2018-9276,7.2,0.83837,0.9925,Paessler PRTG Network Monitor contains an OS command injection vulnerability that allows an attacker with administrative privileges to execute commands via the PRTG System Administrator web console.,2025-02-04
CVE-2024-29059,7.5,0.93803,0.99853,"Microsoft .NET Framework contains an information disclosure vulnerability that exposes the ObjRef URI to an attacker, ultimately enabling remote code execution.",2025-02-04
CVE-2024-45195,7.5,0.9413,0.999,Apache OFBiz contains a forced browsing vulnerability that allows a remote attacker to obtain unauthorized access.,2025-02-04
CVE-2025-24085,7.8,0.09194,0.92372,"Apple iOS, macOS, and other Apple products contain a user-after-free vulnerability that could allow a malicious application to elevate privileges.",2025-01-29
CVE-2025-23006,9.8,0.58191,0.98099,"SonicWall SMA1000 Appliance Management Console (AMC) and Central Management Console (CMC) contain a deserialization of untrusted data vulnerability, which can enable a remote, unauthenticated attacker to execute arbitrary OS commands.",2025-01-24
CVE-2020-11023,6.1,0.21987,0.95543,"JQuery contains a persistent cross-site scripting (XSS) vulnerability. When passing maliciously formed, untrusted input enclosed in HTML tags, JQuery's DOM manipulators can execute untrusted code in the context of the user's browser.",2025-01-23
CVE-2024-50603,9.8,0.94352,0.99953,"Aviatrix Controllers contain an OS command injection vulnerability that could allow an unauthenticated attacker to execute arbitrary code. Shell metacharacters can be sent to /v1/api in cloud_type for list_flightpath_destination_instances, or src_cloud_type for flightpath_connection_test.",2025-01-16
CVE-2025-21335,7.8,0.05766,0.90125,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a use-after-free vulnerability that allows a local attacker to gain SYSTEM privileges.,2025-01-14
CVE-2025-21334,7.8,0.04579,0.88798,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a use-after-free vulnerability that allows a local attacker to gain SYSTEM privileges.,2025-01-14
CVE-2025-21333,7.8,0.61397,0.98246,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a heap-based buffer overflow vulnerability that allows a local attacker to gain SYSTEM privileges.,2025-01-14
CVE-2024-55591,9.8,0.94253,0.99923,"Fortinet FortiOS and FortiProxy contain an authentication bypass vulnerability that may allow an unauthenticated, remote attacker to gain super-admin privileges via crafted requests to Node.js websocket module.",2025-01-14
CVE-2023-48365,9.9,0.68766,0.98555,Qlik Sense contains an HTTP tunneling vulnerability that allows an attacker to escalate privileges and execute HTTP requests on the backend server hosting the software.,2025-01-13
CVE-2024-12686,7.2,0.10018,0.92756,BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) contain an OS command injection vulnerability that can be exploited by an attacker with existing administrative privileges to upload a malicious file. Successful exploitation of this vulnerability can allow a remote attacker to execute underlying operating system commands within the context of the site user.,2025-01-13
CVE-2025-0282,9.0,0.93244,0.99792,"Ivanti Connect Secure, Policy Secure, and ZTA Gateways contain a stack-based buffer overflow which can lead to unauthenticated remote code execution.",2025-01-08
CVE-2020-2883,9.8,0.93729,0.99843,"Oracle WebLogic Server, a product within the Fusion Middleware suite, contains an unspecified vulnerability exploitable by an unauthenticated attacker with network access via IIOP or T3.",2025-01-07
CVE-2024-55550,2.7,0.15002,0.94277,"Mitel MiCollab contains a path traversal vulnerability that could allow an authenticated attacker with administrative privileges to read local files within the system due to insufficient input sanitization. This vulnerability can be chained with CVE-2024-41713, which allows an unauthenticated, remote attacker to read arbitrary files on the server.",2025-01-07
CVE-2024-41713,9.1,0.93914,0.99867,"Mitel MiCollab contains a path traversal vulnerability that could allow an attacker to gain unauthorized and unauthenticated access. This vulnerability can be chained with CVE-2024-55550, which allows an unauthenticated, remote attacker to read arbitrary files on the server.",2025-01-07
CVE-2024-3393,7.5,0.6473,0.98385,"Palo Alto Networks PAN-OS contains a vulnerability in parsing and logging malicious DNS packets in the DNS Security feature that, when exploited, allows an unauthenticated attacker to remotely reboot the firewall. Repeated attempts to trigger this condition will cause the firewall to enter maintenance mode.",2024-12-30
CVE-2021-44207,8.1,0.11853,0.93461,Acclaim Systems USAHERDS contains a hard-coded credentials vulnerability that could allow an attacker to achieve remote code execution on the system that runs the application. The MachineKey must be obtained via a separate vulnerability or other channel.,2024-12-23
CVE-2024-12356,9.8,0.93687,0.99839,"BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) contain a command injection vulnerability, which can allow an unauthenticated attacker to inject commands that are run as a site user. ",2024-12-19
CVE-2021-40407,7.2,0.47291,0.97596,Reolink RLC-410W IP cameras contain an authenticated OS command injection vulnerability in the device network settings functionality.,2024-12-18
CVE-2019-11001,7.2,0.49829,0.97725,"Reolink RLC-410W, C1 Pro, C2 Pro, RLC-422W, and RLC-511W IP cameras contain an authenticated OS command injection vulnerability. This vulnerability allows an authenticated admin to use the ""TestEmail"" functionality to inject and run OS commands as root.",2024-12-18
CVE-2022-23227,9.8,0.52853,0.97851,"NUUO NVRmini2 devices contain a missing authentication vulnerability that allows an unauthenticated attacker to upload an encrypted TAR archive, which can be abused to add arbitrary users. ",2024-12-18
CVE-2018-14933,9.8,0.93752,0.99846,NUUO NVRmini devices contain an OS command injection vulnerability. This vulnerability allows remote command execution via shell metacharacters in the uploaddir parameter for a writeuploaddir command.,2024-12-18
CVE-2024-55956,9.8,0.91828,0.99679,"Cleo Harmony, VLTrader, and LexiCom, which are managed file transfer products, contain an unrestricted file upload vulnerability that could allow an unauthenticated user to import and execute arbitrary bash or PowerShell commands on the host system by leveraging the default settings of the Autorun directory.",2024-12-17
CVE-2024-35250,,0.45294,0.97501,Microsoft Windows Kernel-Mode Driver contains an untrusted pointer dereference vulnerability that allows a local attacker to escalate privileges.,2024-12-16
CVE-2024-20767,,0.9409,0.99895,Adobe ColdFusion contains an improper access control vulnerability that could allow an attacker to access or modify restricted files via an internet-exposed admin panel.,2024-12-16
CVE-2024-50623,9.8,0.93992,0.99877,"Cleo Harmony, VLTrader, and LexiCom, which are managed file transfer products, contain an unrestricted file upload and download vulnerability that can lead to remote code execution with elevated privileges.",2024-12-13
CVE-2024-49138,7.8,0.85455,0.99319,Microsoft Windows Common Log File System (CLFS) driver contains a heap-based buffer overflow vulnerability that allows a local attacker to escalate privileges.,2024-12-10
